,grid3,positionorder3,points3,fastestlap3,fastestlapspeed3,qposition3,meanlaptime3,fastlaptime3,grid1,positionorder1,points1,fastestlap1,fastestlapspeed1,qposition1,meanlaptime1,fastlaptime1,grid2,positionorder2,points2,fastestlap2,fastestlapspeed2,qposition2,meanlaptime2,fastlaptime2,championship_points
10,12.0,11.0,0.0,40.0,205.399,12.0,97277.75438596492,94855.0,10.0,22.0,0.0,44.0,215.141,11.0,99018.43103448275,88736.0,14.0,13.0,0.0,55.0,206.372,14.0,100219.43636363637,96693.0,11.0
11,18.0,12.0,0.0,56.0,204.963,18.0,97650.82142857145,95057.0,16.0,21.0,0.0,37.878136764361116,214.18914694316948,17.0,98473.31053152526,89357.11271912242,17.0,12.0,0.0,52.0,205.8,17.0,100175.41818181818,96962.0,0.0
12,3.0,13.0,0.0,25.0,203.96900000000002,3.0,97906.85714285713,95520.0,1.0,1.0,10.0,39.0,218.3,1.0,98114.06896551725,87452.0,9.0,5.0,4.0,53.0,209.033,4.0,98662.55357142855,95462.0,98.0
13,16.0,14.0,0.0,30.0,204.155,16.0,97936.375,95433.0,13.0,6.0,3.0,50.0,212.97400000000002,14.0,100082.19298245614,89639.0,22.0,17.0,0.0,19.0,204.222,18.0,101798.72222222225,97711.0,9.0
14,15.0,15.0,0.0,33.0,204.36900000000003,15.0,98134.92857142855,95333.0,17.0,7.0,2.0,22.0,213.22400000000002,18.0,98864.38181818182,89534.0,18.0,22.0,0.0,37.18331762848106,205.9787400989849,19.0,99921.80800646674,96877.73293597886,0.0
15,21.0,16.0,0.0,45.0,204.389,21.0,98814.96428571428,95324.0,21.0,19.0,0.0,29.856479501854277,214.49052340926582,22.0,94316.22886095892,89021.99725074274,21.0,15.0,0.0,55.0,203.265,22.0,101260.50909090912,98171.0,0.0
16,22.0,17.0,0.0,56.0,203.18,22.0,98965.60714285713,95891.0,19.0,11.0,0.0,24.0,210.03799999999998,20.0,99014.0,90892.0,19.0,16.0,0.0,53.0,202.578,20.0,101595.07407407409,98504.0,0.0
17,17.0,18.0,0.0,43.0,204.331,17.0,99136.89285714287,95351.0,8.0,14.0,0.0,21.0,213.3,8.0,95462.88,89502.0,12.0,9.0,0.0,55.0,207.417,12.0,99192.41071428572,96206.0,8.0
18,20.0,19.0,0.0,55.0,204.136,20.0,100028.12727272726,95442.0,22.0,16.0,0.0,8.0,207.46099999999998,19.0,105505.875,92021.0,20.0,20.0,0.0,3.0,198.891,21.0,103760.2,100330.0,0.0
19,14.0,20.0,0.0,31.0,204.808,14.0,100168.875,95129.0,20.0,12.0,0.0,20.0,208.907,21.0,99643.6,91384.0,13.0,11.0,0.0,52.0,205.812,13.0,99477.80357142855,96956.0,19.0
20,9.0,21.0,0.0,11.0,202.68599999999998,9.0,103582.05263157896,96125.0,12.0,18.0,0.0,29.104470151531867,206.22971391280686,13.0,98511.57426431568,95667.84913275142,11.0,10.0,0.0,56.0,208.481,11.0,99370.875,95715.0,3.0
21,19.0,22.0,0.0,19.35455554512649,192.22287793414526,19.0,108240.13346308195,103008.86054421826,9.0,20.0,0.0,22.13452046774073,197.48776543324772,10.0,111535.9662696258,107049.28215393507,15.0,18.0,0.0,37.0,205.995,15.0,99910.10256410256,96870.0,35.0
22,1.0,1.0,10.0,42.0,207.12,1.0,98377.45614035089,94067.0,22.0,6.0,3.0,28.0,219.32299999999998,16.0,89578.87931034483,87044.0,1.0,5.0,4.0,42.0,205.298,1.0,99493.48214285713,97199.0,94.0
23,2.0,2.0,8.0,18.0,206.674,2.0,98418.8596491228,94270.0,4.0,3.0,6.0,20.0,221.083,4.0,88747.6724137931,86351.0,4.0,2.0,8.0,22.0,206.355,4.0,99151.55357142855,96701.0,109.0
24,3.0,3.0,6.0,39.0,206.483,3.0,98567.61403508774,94357.0,1.0,1.0,10.0,41.0,223.97799999999998,1.0,88427.06896551725,85235.0,3.0,3.0,6.0,40.0,205.237,3.0,99165.51785714287,97228.0,110.0
25,5.0,4.0,5.0,38.0,206.236,5.0,98620.1052631579,94470.0,3.0,4.0,5.0,37.0,220.137,3.0,89095.39655172414,86722.0,5.0,4.0,5.0,55.0,204.838,5.0,99441.19642857145,97417.0,61.0
26,4.0,5.0,4.0,46.0,206.34599999999998,4.0,98630.54385964911,94420.0,2.0,2.0,8.0,20.0,221.178,2.0,88551.93103448275,86314.0,2.0,1.0,10.0,42.0,206.014,2.0,98838.03571428572,96861.0,109.0
27,6.0,6.0,3.0,46.0,205.477,6.0,99176.2105263158,94819.0,5.0,20.0,0.0,19.0,220.34099999999998,5.0,89006.88888888889,86642.0,7.0,18.0,0.0,53.0,201.82,7.0,101804.63636363637,98874.0,39.0
28,9.0,7.0,2.0,40.0,204.75599999999997,9.0,99805.01754385963,95153.0,8.0,9.0,0.0,45.0,216.857,8.0,90590.22807017544,88034.0,8.0,7.0,2.0,40.0,203.58700000000002,8.0,100090.39285714287,98016.0,8.0
29,7.0,8.0,1.0,51.0,204.655,7.0,99810.80701754386,95200.0,6.0,5.0,4.0,18.0,219.707,6.0,89573.08620689654,86892.0,12.0,6.0,3.0,44.0,203.872,12.0,100010.14285714287,97879.0,21.0
30,12.0,9.0,0.0,27.0,204.065,12.0,99946.0701754386,95475.0,13.0,10.0,0.0,44.0,217.951,13.0,90598.42105263156,87592.0,11.0,8.0,1.0,41.0,204.015,11.0,100124.01785714287,97810.0,30.0
31,10.0,10.0,0.0,51.0,203.893,10.0,99954.9298245614,95556.0,12.0,7.0,2.0,40.0,220.14,12.0,90039.24561403508,86721.0,6.0,19.0,0.0,18.0,204.237,6.0,100181.0,97704.0,20.0
32,11.0,11.0,0.0,27.0,202.96599999999998,11.0,100337.60714285713,95992.0,15.0,18.0,0.0,24.0,216.196,15.0,90911.66666666669,88303.0,19.0,9.0,0.0,19.0,203.903,20.0,100443.82142857145,97864.0,13.0
33,14.0,12.0,0.0,37.0,203.278,14.0,100499.71428571428,95845.0,9.0,8.0,1.0,42.0,217.44400000000002,9.0,90455.64912280704,87796.0,9.0,15.0,0.0,52.0,201.07,9.0,101652.27272727274,99243.0,5.0
34,15.0,13.0,0.0,50.0,203.28400000000002,15.0,100823.39285714287,95842.0,16.0,11.0,0.0,17.0,216.699,17.0,90614.19298245614,88098.0,22.0,11.0,0.0,32.0,202.451,19.0,101169.83636363636,98566.0,0.0
35,22.0,14.0,0.0,40.0,200.477,22.0,102233.09090909091,97184.0,21.0,22.0,0.0,9.0,210.02200000000002,22.0,94102.0,90899.0,20.0,21.0,0.0,5.0,196.608,21.0,109255.42857142855,101495.0,0.0
36,20.0,15.0,0.0,45.0,201.33,20.0,106096.41509433962,96772.0,20.0,17.0,0.0,40.0,215.26,21.0,92927.33928571428,88687.0,21.0,22.0,0.0,36.99987202256612,205.9300665845678,22.0,100006.3028773081,96896.57218885778,1.0
37,13.0,16.0,0.0,27.0,202.715,13.0,100685.29411764706,96111.0,11.0,16.0,0.0,41.0,215.74200000000002,11.0,91636.03571428572,88489.0,18.0,16.0,0.0,32.0,200.417,18.0,101766.2181818182,99566.0,0.0
38,8.0,17.0,0.0,37.0,203.575,8.0,101317.14634146342,95705.0,7.0,13.0,0.0,21.0,218.178,7.0,91217.70175438595,87501.0,10.0,10.0,0.0,55.0,202.50400000000002,10.0,100508.67857142855,98540.0,10.0
39,21.0,18.0,0.0,34.0,204.26,21.0,102847.13888888886,95384.0,18.0,19.0,0.0,44.0,217.668,19.0,90922.8125,87706.0,13.0,20.0,0.0,28.0,203.416,13.0,100948.63888888886,98098.0,14.0
40,17.0,19.0,0.0,23.0,202.19299999999998,17.0,102081.58823529413,96359.0,10.0,12.0,0.0,20.0,215.74599999999998,10.0,90693.08771929824,88487.0,14.0,13.0,0.0,37.0,202.595,14.0,101340.65454545453,98496.0,4.0
41,18.0,20.0,0.0,23.0,203.537,18.0,110132.38461538461,95723.0,19.0,14.0,0.0,44.0,216.247,20.0,91339.71929824562,88282.0,16.0,17.0,0.0,21.0,202.695,16.0,101786.58181818182,98447.0,3.0
42,16.0,21.0,0.0,40.97596769066634,171.76555160916269,16.0,127018.17654392279,114278.29314639149,14.0,15.0,0.0,42.0,215.99099999999999,14.0,91364.8947368421,88387.0,15.0,12.0,0.0,54.0,202.262,15.0,101182.94545454544,98658.0,6.0
43,19.0,22.0,0.0,40.938764398963194,171.6103590524663,19.0,127110.44298024879,114368.76790651698,17.0,21.0,0.0,22.0,214.61599999999999,18.0,92191.07142857145,88953.0,17.0,14.0,0.0,54.0,201.364,17.0,101452.0181818182,99098.0,0.0
44,3.0,1.0,10.0,49.0,221.49900000000002,3.0,99436.31578947367,86189.0,4.0,1.0,10.0,21.0,210.551,4.0,94494.82456140351,92534.0,7.0,2.0,8.0,45.0,210.487,8.0,97234.17857142855,94803.0,134.0
45,4.0,2.0,8.0,57.0,221.86900000000003,4.0,99468.40350877194,86045.0,22.0,3.0,6.0,29.0,209.803,22.0,94834.47368421053,92864.0,6.0,22.0,0.0,37.0728922467033,206.07707224408702,7.0,99852.31825410097,96832.22426367323,65.0
46,6.0,3.0,6.0,45.0,217.41,6.0,99871.82456140351,87810.0,17.0,14.0,0.0,25.0,207.021,17.0,96866.57142857145,94112.0,22.0,8.0,1.0,34.0,208.544,10.0,98603.875,95686.0,20.0
47,8.0,4.0,5.0,49.0,217.683,8.0,99980.73684210527,87700.0,10.0,12.0,0.0,26.0,207.77200000000002,10.0,96363.03571428572,93772.0,11.0,15.0,0.0,41.0,208.403,15.0,98147.89583333331,95751.0,23.0
48,2.0,5.0,4.0,53.0,218.028,2.0,100110.36842105264,87561.0,9.0,21.0,0.0,15.0,206.56400000000002,9.0,100944.80952380953,94320.0,1.0,1.0,10.0,16.0,209.40200000000002,1.0,97152.30357142855,95294.0,72.0
49,19.0,6.0,3.0,56.0,216.15200000000002,9.0,100305.68421052633,88321.0,11.0,20.0,0.0,20.0,207.945,11.0,96194.65517241381,93694.0,10.0,7.0,2.0,43.0,207.858,14.0,98589.10714285713,96002.0,7.0
50,16.0,7.0,2.0,32.0,217.707,17.0,100346.91228070176,87690.0,6.0,15.0,0.0,14.0,207.62099999999998,6.0,97189.07142857145,93840.0,20.0,10.0,0.0,54.0,207.456,12.0,99149.49090909088,96188.0,30.0
51,11.0,8.0,1.0,32.0,216.326,12.0,100383.38596491226,88250.0,13.0,10.0,0.0,26.0,208.653,13.0,95820.1052631579,93376.0,19.0,20.0,0.0,4.0,203.458,11.0,100749.9,98078.0,14.0
52,18.0,9.0,0.0,26.0,216.03900000000002,19.0,100380.47368421053,88367.0,16.0,13.0,0.0,45.0,209.253,16.0,96461.44642857145,93108.0,12.0,16.0,0.0,25.0,205.05700000000002,17.0,100035.41463414633,97313.0,0.0
53,1.0,10.0,0.0,17.0,217.437,1.0,100277.46428571428,87799.0,3.0,4.0,5.0,39.0,210.109,3.0,94845.56140350876,92729.0,2.0,3.0,6.0,35.0,208.72299999999998,2.0,97324.28571428572,95604.0,56.0
54,17.0,11.0,0.0,53.0,213.93099999999998,18.0,102510.78571428572,89238.0,18.0,22.0,0.0,36.340305348849235,214.66839703156026,18.0,92208.357386096,89229.99760944114,15.0,12.0,0.0,34.0,203.209,19.0,101337.24074074074,98198.0,0.0
55,21.0,12.0,0.0,54.0,210.775,21.0,104484.83636363636,90574.0,20.0,18.0,0.0,17.0,200.642,20.0,103276.01886792453,97104.0,17.0,14.0,0.0,14.0,199.15099999999998,21.0,102955.83018867923,100199.0,0.0
56,22.0,13.0,0.0,49.0,203.66299999999998,22.0,106267.27777777775,93737.0,21.0,19.0,0.0,11.0,198.197,21.0,121724.85714285714,98302.0,18.0,17.0,0.0,18.0,194.05,22.0,106020.0,102833.0,0.0
57,5.0,14.0,0.0,45.0,218.27,5.0,105652.19565217392,87464.0,5.0,5.0,4.0,21.0,210.013,5.0,95144.7894736842,92771.0,5.0,4.0,5.0,39.0,208.80599999999998,6.0,97855.0,95566.0,26.0
58,20.0,15.0,0.0,31.0,212.86,20.0,107273.56410256412,89687.0,19.0,17.0,0.0,41.0,203.076,19.0,98466.23636363637,95940.0,16.0,13.0,0.0,39.0,200.53,20.0,102560.03703703704,99510.0,0.0
59,12.0,16.0,0.0,25.0,216.97,13.0,102358.64864864864,87988.0,15.0,11.0,0.0,26.0,208.421,15.0,96003.54385964911,93480.0,13.0,11.0,0.0,40.0,204.90200000000002,18.0,101216.03703703704,97387.0,1.0
60,10.0,17.0,0.0,27.0,218.981,11.0,98678.9375,87180.0,1.0,2.0,8.0,38.0,210.576,1.0,94516.68421052633,92523.0,14.0,6.0,3.0,44.0,208.62900000000002,4.0,97935.41071428572,95647.0,121.0
61,7.0,18.0,0.0,19.0,217.435,7.0,101691.04545454547,87800.0,7.0,6.0,3.0,25.0,210.265,7.0,95230.47368421053,92660.0,4.0,19.0,0.0,12.0,206.206,5.0,99641.86666666668,96771.0,7.0
62,13.0,19.0,0.0,4.0,188.363,14.0,131418.75,101351.0,8.0,8.0,1.0,40.0,209.02,8.0,95666.24561403508,93212.0,8.0,18.0,0.0,14.0,206.002,9.0,133359.96153846153,96867.0,2.0
63,9.0,20.0,0.0,41.02178213149997,171.63886170795035,10.0,127073.83930465675,114355.88411539138,14.0,16.0,0.0,24.0,205.40599999999998,14.0,97347.60714285713,94852.0,9.0,9.0,0.0,52.0,207.042,13.0,98948.03636363636,96380.0,15.0
64,14.0,21.0,0.0,41.01660287131352,171.6998434683499,15.0,127064.83138271647,114321.3943070074,12.0,7.0,2.0,42.0,210.838,12.0,95600.84210526316,92408.0,3.0,21.0,0.0,6.0,204.946,3.0,99392.83333333331,97366.0,4.0
65,15.0,22.0,0.0,41.068777911536166,172.80150605838406,16.0,126543.83543490096,113688.5320617452,2.0,9.0,0.0,28.0,210.08599999999998,2.0,95721.26315789473,92739.0,21.0,5.0,4.0,51.0,207.96200000000002,16.0,97924.69642857145,95954.0,80.0
66,1.0,1.0,10.0,42.0,174.235,1.0,126133.66071428572,112627.0,3.0,13.0,0.0,8.0,216.59599999999998,3.0,96325.44642857145,88140.0,13.0,15.0,0.0,10.0,202.737,3.0,108116.8,98427.0,84.0
67,3.0,2.0,8.0,42.0,173.69,3.0,126329.55357142855,112980.0,8.0,12.0,0.0,38.0,215.695,10.0,99231.52631578947,88508.0,5.0,6.0,1.5,14.0,204.304,7.0,109127.58064516127,97672.0,69.5
68,5.0,3.0,6.0,44.0,172.825,5.0,126936.78571428572,113546.0,1.0,1.0,10.0,17.0,216.891,1.0,97513.51724137928,88020.0,1.0,1.0,5.0,18.0,206.483,1.0,107439.41935483873,96641.0,95.0
69,4.0,4.0,5.0,42.0,174.28900000000002,4.0,127271.23214285714,112592.0,2.0,2.0,8.0,43.0,214.34400000000002,2.0,97527.43103448275,89066.0,8.0,5.0,2.0,17.0,204.69799999999998,4.0,108967.16129032258,97484.0,77.0
70,12.0,5.0,4.0,41.0,171.361,12.0,127296.19642857145,114516.0,12.0,19.0,0.0,35.10590563260634,207.31546426013193,14.0,99179.35114900945,96137.69362545948,14.0,20.0,0.0,41.03821248583442,203.35151580380253,14.0,105947.09104323827,97155.44008535906,22.0
71,9.0,6.0,3.0,39.0,171.138,9.0,127416.98214285714,114665.0,18.0,20.0,0.0,39.0,214.455,15.0,97563.75862068962,89020.0,12.0,7.0,1.0,17.0,201.27599999999998,13.0,109398.54838709676,99141.0,49.0
72,19.0,7.0,2.0,42.0,174.11700000000002,14.0,127463.58928571428,112703.0,19.0,4.0,5.0,53.0,215.92,6.0,97589.98275862072,88416.0,3.0,3.0,3.0,18.0,200.74,5.0,108197.90322580644,99406.0,24.0
73,10.0,8.0,1.0,42.0,171.25,10.0,127498.64285714286,114590.0,13.0,7.0,2.0,34.0,213.95,16.0,97617.03448275864,89230.0,20.0,16.0,0.0,16.0,201.68900000000002,20.0,109024.53333333334,98938.0,0.0
74,2.0,9.0,0.0,38.0,171.41299999999998,2.0,127639.17857142855,114481.0,10.0,5.0,4.0,53.0,215.199,12.0,97597.63793103448,88712.0,9.0,11.0,0.0,17.0,201.551,10.0,110969.16129032258,99006.0,26.0
75,8.0,10.0,0.0,38.0,170.054,8.0,127772.05357142855,115396.0,7.0,15.0,0.0,35.0,215.74400000000003,9.0,97078.2,88488.0,7.0,14.0,0.0,17.0,202.683,9.0,112047.19354838708,98453.0,48.0
76,15.0,11.0,0.0,43.0,172.93400000000003,16.0,127815.01785714286,113474.0,17.0,8.0,1.0,50.0,212.537,20.0,97622.10344827586,89823.0,15.0,10.0,0.0,17.0,201.072,15.0,110735.03225806453,99242.0,0.0
77,11.0,12.0,0.0,40.0,171.898,11.0,127844.98214285714,114158.0,9.0,10.0,0.0,48.0,216.245,11.0,97635.6724137931,88283.0,10.0,2.0,4.0,17.0,201.392,11.0,108172.3870967742,99084.0,19.0
78,17.0,13.0,0.0,44.0,170.122,18.0,128041.75,115350.0,4.0,14.0,0.0,36.0,216.97,4.0,95160.6909090909,87988.0,6.0,19.0,0.0,16.534175642036466,199.59237621167492,8.0,122738.0,122738.0,17.0
79,20.0,14.0,0.0,37.0,168.821,20.0,128887.56363636366,116239.0,15.0,11.0,0.0,51.0,214.49099999999999,18.0,97640.65517241381,89005.0,18.0,18.0,0.0,16.0,200.738,18.0,110209.13793103448,99407.0,8.0
80,7.0,15.0,0.0,55.0,171.77,7.0,129292.16363636365,114243.0,5.0,6.0,3.0,48.0,217.668,5.0,97612.1724137931,87706.0,4.0,8.0,0.5,13.0,204.459,6.0,109748.32258064515,97598.0,34.5
81,16.0,16.0,0.0,42.0,169.84900000000002,17.0,131414.92592592593,115535.0,14.0,17.0,0.0,17.0,210.94299999999998,17.0,101765.58333333331,90502.0,17.0,13.0,0.0,18.0,201.019,17.0,111204.35483870967,99268.0,0.0
82,18.0,17.0,0.0,41.0,170.97099999999998,19.0,128637.74,114777.0,16.0,9.0,0.0,43.0,214.64,19.0,97622.74137931038,88943.0,19.0,17.0,0.0,17.0,200.623,19.0,111947.53333333334,99464.0,5.0
83,14.0,18.0,0.0,38.0,168.925,15.0,133374.7441860465,116167.0,11.0,18.0,0.0,6.0,212.301,13.0,91822.23529411764,89923.0,11.0,12.0,0.0,17.0,200.778,12.0,111185.54838709676,99387.0,0.0
84,13.0,19.0,0.0,16.0,168.46599999999998,13.0,139648.2,116484.0,6.0,16.0,0.0,30.0,214.16400000000002,7.0,97002.35555555556,89141.0,16.0,9.0,0.0,17.0,201.055,16.0,109921.09677419356,99250.0,22.0
85,6.0,20.0,0.0,14.0,163.08100000000002,6.0,149046.72222222222,120330.0,20.0,3.0,6.0,50.0,214.706,8.0,97541.1724137931,88916.0,2.0,4.0,2.5,12.0,204.47299999999998,2.0,108928.87096774194,97591.0,32.5
86,3.0,1.0,25.0,53.0,204.00900000000001,3.0,100507.35714285713,97813.0,1.0,4.0,12.0,32.0,188.627,1.0,122432.55102040815,120218.0,1.0,17.0,0.0,22.0,208.515,1.0,104770.28,91556.0,256.0
87,1.0,2.0,18.0,53.0,205.605,1.0,100633.73214285713,97054.0,6.0,8.0,4.0,45.0,189.78099999999998,6.0,122586.85714285714,119487.0,2.0,9.0,2.0,47.0,216.06099999999998,2.0,97997.41379310343,88358.0,242.0
88,2.0,3.0,15.0,53.0,203.352,2.0,100748.5,98129.0,5.0,5.0,10.0,45.0,188.59900000000002,5.0,122461.40816326533,120236.0,6.0,5.0,10.0,53.0,215.74200000000002,6.0,97124.37931034484,88489.0,142.0
89,6.0,4.0,12.0,55.0,203.46599999999998,6.0,100839.30357142855,98074.0,9.0,11.0,0.0,33.0,188.226,9.0,123050.79591836734,120474.0,9.0,2.0,18.0,52.0,213.138,9.0,97044.22413793103,89570.0,136.0
90,4.0,5.0,10.0,55.0,203.28799999999998,4.0,100883.41071428572,98160.0,10.0,12.0,0.0,49.0,189.93,10.0,123333.7551020408,119393.0,10.0,18.0,0.0,6.0,184.947,10.0,125631.66666666669,103223.0,47.0
91,20.0,6.0,8.0,32.0,204.15099999999998,20.0,100926.48214285713,97745.0,4.0,3.0,15.0,42.0,189.665,4.0,122113.83673469385,119560.0,11.0,6.0,8.0,47.0,215.7,11.0,97352.22413793103,88506.0,240.0
92,21.0,7.0,6.0,48.0,204.07,21.0,100990.71428571428,97784.0,2.0,2.0,18.0,38.0,189.392,2.0,121969.28571428572,119732.0,5.0,3.0,15.0,52.0,213.21599999999998,5.0,97086.53448275864,89537.0,144.0
93,17.0,8.0,4.0,49.0,202.584,17.0,101184.46428571428,98501.0,8.0,7.0,6.0,45.0,189.017,8.0,122564.8163265306,119970.0,4.0,1.0,25.0,52.0,213.804,4.0,96836.74137931038,89291.0,214.0
94,14.0,9.0,2.0,44.0,200.572,14.0,101768.10714285713,99489.0,18.0,13.0,0.0,28.0,189.02599999999998,18.0,123531.67346938775,119964.0,17.0,11.0,0.0,49.0,212.798,17.0,98066.06896551725,89713.0,5.0
95,5.0,10.0,1.0,51.0,201.31099999999998,5.0,101818.05357142855,99124.0,13.0,14.0,0.0,34.0,186.78900000000002,13.0,125807.85416666669,121401.0,15.0,22.0,0.0,37.53406331778063,206.13998862358588,15.0,99863.97442327763,96675.16311579764,142.0
96,13.0,11.0,0.0,54.0,204.433,13.0,101916.96428571428,97610.0,15.0,16.0,0.0,41.0,188.84400000000002,15.0,123725.78260869565,120080.0,12.0,21.0,0.0,37.005693326245236,205.99220738463114,12.0,99933.28889211886,96855.84503612555,0.0
97,7.0,12.0,0.0,46.0,200.695,7.0,103096.49090909088,99428.0,11.0,10.0,1.0,47.0,189.233,11.0,122916.02040816328,119833.0,8.0,8.0,4.0,58.0,213.998,8.0,97880.46551724136,89210.0,47.0
98,19.0,13.0,0.0,41.0,205.23,19.0,101208.16666666669,97231.0,3.0,1.0,25.0,45.0,191.706,3.0,121640.73469387756,118287.0,3.0,4.0,12.0,47.0,212.812,3.0,97117.84482758619,89707.0,252.0
99,24.0,14.0,0.0,28.0,193.315,24.0,107612.88679245283,103224.0,22.0,23.0,0.0,2.0,175.295,22.0,134237.5,129361.0,24.0,16.0,0.0,17.0,197.613,22.0,150429.1923076923,96607.0,0.0
100,22.0,15.0,0.0,40.0,190.426,22.0,107947.75471698113,104790.0,24.0,24.0,0.0,7.358223327906865,188.16384499601597,24.0,154479.0,154479.0,22.0,14.0,0.0,48.0,200.86,24.0,106003.28301886794,95045.0,0.0
101,23.0,16.0,0.0,39.0,189.44299999999998,23.0,108807.30769230767,105334.0,23.0,19.0,0.0,14.0,175.613,23.0,134572.41176470587,129127.0,21.0,20.0,0.0,4.0,129.626,23.0,152461.75,141240.0,0.0
102,18.0,17.0,0.0,31.0,192.329,18.0,110894.9411764706,103753.0,20.0,17.0,0.0,34.0,184.465,20.0,129372.6304347826,122930.0,20.0,24.0,0.0,37.00013250621844,205.96923083691777,20.0,99945.56966276058,96883.35328665403,0.0
103,15.0,18.0,0.0,44.0,194.299,15.0,123228.15909090909,102701.0,21.0,15.0,0.0,47.0,184.81,21.0,127214.7659574468,122701.0,19.0,13.0,0.0,52.0,203.878,19.0,101591.76785714287,93638.0,0.0
104,11.0,19.0,0.0,32.0,198.174,11.0,103573.71875,100693.0,17.0,21.0,0.0,7.0,182.422,17.0,125841.76923076926,124307.0,18.0,19.0,0.0,6.0,185.11,18.0,128421.22222222225,103132.0,27.0
105,10.0,20.0,0.0,9.0,194.502,10.0,116676.58333333331,102594.0,12.0,9.0,2.0,39.0,189.118,12.0,122722.5306122449,119906.0,13.0,7.0,6.0,55.0,212.865,13.0,97868.58620689657,89685.0,21.0
106,8.0,21.0,0.0,9.0,195.47400000000002,8.0,103576.22222222225,102084.0,7.0,6.0,8.0,45.0,188.649,7.0,122542.02040816328,120204.0,7.0,10.0,1.0,58.0,214.058,7.0,98033.13793103448,89185.0,72.0
107,9.0,22.0,0.0,6.0,193.09799999999998,9.0,104954.125,103340.0,16.0,22.0,0.0,4.0,181.347,16.0,126358.54545454546,125044.0,16.0,23.0,0.0,37.00313334392289,205.98959667234396,16.0,99926.15262890489,96872.72975299123,32.0
108,16.0,23.0,0.0,2.0,187.56599999999997,16.0,112405.5,106388.0,19.0,20.0,0.0,11.0,178.467,19.0,130232.9375,127062.0,23.0,15.0,0.0,37.0,202.597,21.0,104031.19512195123,94230.0,0.0
109,12.0,24.0,0.0,41.02157001538506,171.4267048038776,12.0,127240.87341818948,114482.2565226616,14.0,18.0,0.0,27.0,186.40599999999998,14.0,125113.85714285714,121650.0,14.0,12.0,0.0,54.0,210.745,14.0,98114.05172413793,90587.0,6.0
110,3.0,1.0,25.0,48.1445842105919,195.76547938258216,3.0,103896.89285714287,100415.0,2.0,2.0,18.0,41.0,211.382,2.0,92975.10344827586,90314.0,2.0,8.0,4.0,54.0,196.575,2.0,105531.94642857145,101512.0,227.0
111,1.0,2.0,18.0,48.20783976094997,195.72593681252218,1.0,103989.71428571428,101321.0,1.0,1.0,25.0,44.0,212.488,1.0,92590.6724137931,89844.0,1.0,1.0,25.0,33.0,196.523,1.0,104639.85714285713,101539.0,392.0
112,18.0,3.0,15.0,49.1389576747411,196.979397009073,18.0,104031.80357142855,98993.0,3.0,5.0,10.0,50.0,213.06599999999997,3.0,93248.79310344828,89600.0,3.0,4.0,12.0,46.0,198.415,3.0,105111.0,100571.0,258.0
113,2.0,4.0,12.0,49.13208692090615,195.7594746487829,2.0,104075.46428571428,100623.0,4.0,6.0,8.0,49.0,212.396,4.0,93526.94827586207,89883.0,4.0,2.0,18.0,50.0,197.05700000000002,4.0,104698.08928571428,101264.0,270.0
114,4.0,5.0,10.0,38.74271010564331,194.8201509573728,4.0,104137.03571428572,101166.0,7.0,17.0,0.0,21.0,204.173,7.0,96448.90909090909,93503.0,9.0,12.0,0.0,45.0,196.062,9.0,106650.36363636363,101778.0,89.0
115,6.0,6.0,8.0,48.12728525235189,195.68682957231673,6.0,104179.75,101678.0,8.0,7.0,6.0,55.0,214.63099999999997,8.0,94059.39655172414,88947.0,7.0,5.0,10.0,41.0,195.637,7.0,105299.82142857145,101999.0,118.0
116,5.0,7.0,6.0,41.06966866183187,194.52788103617777,5.0,104443.71428571428,102070.0,5.0,4.0,12.0,49.0,213.33599999999998,5.0,93138.46551724136,89487.0,5.0,6.0,8.0,49.0,198.127,5.0,105305.0,100717.0,257.0
117,14.0,8.0,4.0,35.50434212764932,194.96012540167658,14.0,104450.92857142855,101215.0,11.0,19.0,0.0,13.0,200.283,11.0,101762.47368421053,95319.0,11.0,9.0,2.0,45.0,194.69799999999998,11.0,106155.85714285713,102491.0,76.0
118,10.0,9.0,2.0,46.51280022913096,195.56203718882907,10.0,104921.96428571428,101261.0,6.0,3.0,15.0,55.0,211.96900000000002,6.0,93117.56896551725,90064.0,8.0,17.0,0.0,49.0,197.46599999999998,8.0,105781.67307692306,101054.0,37.0
119,13.0,10.0,1.0,37.84687669413057,193.8509996132792,13.0,105026.76785714287,102577.0,9.0,21.0,0.0,51.0,211.218,9.0,93916.05172413793,90384.0,10.0,7.0,6.0,39.0,195.453,10.0,105826.26785714287,102095.0,30.0
120,8.0,11.0,0.0,33.438886385624365,192.599040323737,8.0,105124.69642857145,102614.0,14.0,10.0,1.0,40.0,207.641,14.0,95153.7894736842,91941.0,14.0,10.0,1.0,48.0,193.956,14.0,106274.91071428572,102883.0,27.0
121,16.0,12.0,0.0,36.318220730396284,193.53689056012425,16.0,105195.80357142855,102406.0,18.0,12.0,0.0,43.0,206.66099999999997,18.0,95507.0350877193,92377.0,6.0,3.0,15.0,47.0,196.50799999999998,6.0,105087.625,101547.0,34.0
122,15.0,13.0,0.0,36.27075296140555,191.7702549085596,15.0,105507.41071428572,102031.0,17.0,16.0,0.0,47.0,208.861,17.0,96734.5,91404.0,15.0,22.0,0.0,10.0,189.11599999999999,15.0,113979.5,105516.0,4.0
